id_assessment,id_student,date_submitted,is_banked,score
1752,442442,19,0,39.0
1752,444677,19,0,91.0
1752,470588,19,0,86.0
1752,489455,15,0,74.0
1752,495284,18,0,73.0
1752,498857,19,0,77.0
1752,508818,19,0,73.0
1752,512460,19,0,59.0
1752,544103,18,0,82.0
1752,550383,19,0,77.0
1752,564450,18,0,64.0
1752,568601,19,0,85.0
1752,572652,19,0,71.0
1752,580389,19,0,75.0
1752,588775,18,0,85.0
1752,591774,19,0,88.0
1752,603861,19,0,61.0
1752,606143,19,0,78.0
1752,704156,18,0,67.0
1752,705379,19,0,81.0
1752,749412,16,0,83.0
1752,760729,18,0,80.0
1752,905042,17,0,64.0
1752,949618,18,0,63.0
1752,958987,18,0,78.0
1752,968578,27,0,62.0
1752,969076,18,0,82.0
1752,971027,19,0,76.0
1752,978739,18,0,59.0
1752,1035023,19,0,73.0
1752,1105478,19,0,90.0
1752,1352868,19,0,66.0
1752,1401935,26,0,45.0
1752,1402638,21,0,77.0
1752,1414443,50,0,58.0
1752,1465690,19,0,85.0
1752,1472925,30,0,61.0
1752,1488959,20,0,67.0
1752,1518989,19,0,78.0
1752,1618738,19,0,84.0
1752,1620151,19,0,85.0
1752,1626710,17,0,82.0
1752,1640609,16,0,83.0
1752,1686521,17,0,68.0
1752,1729319,19,0,80.0
1752,1746134,18,0,83.0
1752,1758449,18,0,65.0
1752,1765788,19,0,57.0
1752,1801229,19,0,79.0
1752,1801641,18,0,72.0
1752,1847830,18,0,83.0
1752,1860318,19,0,57.0
1752,1889511,22,0,72.0
1752,1889577,19,0,72.0
1752,1894188,14,0,76.0
1752,1938355,10,0,82.0
1752,1942396,19,0,50.0
1752,1970390,21,0,78.0
1752,1976139,17,0,75.0
1752,2011876,19,0,79.0
1752,2012966,19,0,75.0
1752,2051699,19,0,62.0
1752,2062879,18,0,56.0
1752,2065691,36,0,30.0
1752,2073016,23,0,60.0
1752,2080474,19,0,88.0
1752,2083877,19,0,72.0
1752,2084066,21,0,65.0
1752,2104505,18,0,80.0
1752,2122180,23,0,86.0
1752,2139353,23,0,65.0
1752,2143752,19,0,50.0
1752,2146792,19,0,68.0
1752,2153153,18,0,61.0
1752,2155014,22,0,76.0
1752,2164705,18,0,70.0
1752,2171627,15,0,71.0
1752,2182846,18,0,65.0
1752,2194100,17,0,64.0
1752,2197016,9,0,75.0
1752,2208424,16,0,73.0
1752,2229865,18,0,73.0
1752,2255601,19,0,71.0
1752,2268379,19,0,80.0
1752,2278464,18,0,60.0
1752,2293923,19,0,72.0
1752,2312620,26,0,11.0
1752,2329342,19,0,56.0
1752,2339528,25,0,76.0
1752,2342426,24,0,70.0
1752,2344901,19,0,67.0
1752,2358056,19,0,56.0
1752,2358969,19,0,68.0
1752,2364471,25,0,90.0
1752,2367155,19,0,63.0
1752,2369266,19,0,50.0
1752,2376496,19,0,64.0
1752,2391984,20,0,75.0
1752,2411661,18,0,55.0
1752,2411778,14,0,77.0
1752,2412002,20,0,86.0
1752,2412967,19,0,80.0
1752,2429854,24,0,51.0
1752,2437837,17,0,67.0
1752,2449878,22,0,66.0
1752,2456480,23,0,40.0
1752,2457256,19,0,60.0
1752,2458355,19,0,88.0
1752,2460080,18,0,85.0
1752,2461190,19,0,62.0
1752,2479954,19,0,77.0
1752,2481901,17,0,82.0
1752,2482700,17,0,63.0
1752,2486127,18,0,70.0
1752,2498700,22,0,74.0
1752,2516503,18,0,82.0
1752,2518069,17,0,74.0
1752,2521459,19,0,63.0
1752,2523736,26,0,58.0
1752,2529279,15,0,71.0
1752,2532302,18,0,69.0
1752,2536991,19,0,72.0
1752,2550279,19,0,62.0
1752,2551220,19,0,77.0
1752,2552472,33,0,62.0
1752,2555340,18,0,94.0
1752,2557283,18,0,75.0
1752,2559575,18,0,54.0
1752,2562034,19,0,70.0
1752,2566163,18,0,87.0
1752,2566592,17,0,86.0
1752,2574528,19,0,63.0
1752,2574583,19,0,66.0
1752,2576122,18,0,64.0
1752,2578995,15,0,75.0
1752,2586560,18,0,75.0
1752,2594139,20,0,87.0
1752,2598871,17,0,66.0
1752,2599352,23,0,80.0
1752,2600688,19,0,64.0
1752,2606098,15,0,70.0
1752,2613116,18,0,68.0
1752,2617002,26,0,67.0
1752,2639449,19,0,67.0
1752,2639540,26,0,76.0
1752,2639641,18,0,66.0
1752,2641155,19,0,78.0
1752,2643002,19,0,49.0
1752,2645733,19,0,87.0
1752,2649826,14,0,75.0
1752,2650282,19,0,83.0
1752,2664024,22,0,48.0
1752,2666246,19,0,76.0
1752,2669816,17,0,67.0
1752,2671132,18,0,59.0
1752,2676809,17,0,46.0
1752,2678643,19,0,83.0
1752,2685865,19,0,74.0
1752,2688067,19,0,70.0
1752,2689958,19,0,86.0
1752,2691206,19,0,86.0
1752,2694424,17,0,89.0
1752,2698257,22,0,58.0
1753,704156,56,0,68.0
1753,705379,53,0,83.0
1753,749412,51,0,61.0
1753,760729,52,0,80.0
1753,905042,53,0,73.0
1753,949618,53,0,63.0
1753,958987,54,0,78.0
1753,968578,54,0,77.0
1753,969076,53,0,62.0
1753,971027,53,0,68.0
1753,978739,54,0,58.0
1753,1035023,54,0,65.0
1753,1105478,54,0,85.0
1753,1352868,64,0,65.0
1753,1401935,61,0,25.0
1753,1402638,70,0,68.0
1753,1414443,106,0,60.0
1753,1465690,54,0,76.0
1753,1472925,53,0,54.0
1753,1488959,57,0,64.0
1753,1518989,54,0,77.0
1753,1618738,54,0,83.0
1753,1626710,53,0,85.0
1753,1640609,53,0,86.0
1753,1729319,54,0,78.0
1753,1746134,53,0,87.0
1753,1758449,54,0,57.0
1753,1765788,59,0,63.0
1753,1801229,61,0,76.0
1753,1801641,53,0,74.0
1753,1847830,53,0,60.0
1753,1860318,54,0,72.0
1753,1889511,54,0,69.0
1753,1889577,58,0,69.0
1753,1894188,51,0,67.0
1753,1938355,48,0,50.0
1753,1942396,62,0,50.0
1753,1970390,64,0,90.0
1753,1976139,53,0,76.0
1753,2011876,54,0,71.0
1753,2012966,53,0,76.0
1753,2051699,55,0,71.0
1753,2062879,54,0,55.0
1753,2065691,48,0,40.0
1753,2073016,54,0,53.0
1753,2080474,54,0,64.0
1753,2083877,61,0,64.0
1753,2084066,62,0,60.0
1753,2104505,54,0,69.0
1753,2122180,61,0,80.0
1753,2139353,59,0,62.0
1753,2143752,53,0,56.0
1753,2146792,54,0,60.0
1753,2153153,53,0,67.0
1753,2155014,62,0,64.0
1753,2171627,50,0,67.0
1753,2182846,51,0,63.0
1753,2194100,52,0,61.0
1753,2197016,51,0,75.0
1753,2208424,53,0,57.0
1753,2229865,53,0,76.0
1753,2255601,58,0,38.0
1753,2268379,61,0,79.0
1753,2278464,68,0,50.0
1753,2293923,54,0,59.0
1753,2312620,54,0,51.0
1753,2329342,69,0,54.0
1753,2339528,54,0,74.0
1753,2342426,54,0,67.0
1753,2344901,54,0,45.0
1753,2358056,54,0,60.0
1753,2364471,62,0,85.0
1753,2367155,58,0,85.0
1753,2369266,53,0,50.0
1753,2376496,54,0,72.0
1753,2391984,57,0,74.0
1753,2411661,53,0,57.0
1753,2411778,52,0,83.0
1753,2412002,67,0,72.0
1753,2412967,54,0,77.0
1753,2437837,53,0,77.0
1753,2449878,58,0,60.0
1753,2456480,54,0,34.0
1753,2457256,59,0,60.0
1753,2458355,54,0,86.0
1753,2460080,62,0,86.0
1753,2461190,56,0,50.0
1753,2469673,53,0,51.0
1753,2470694,55,0,67.0
1753,2479954,58,0,83.0
1753,2481901,53,0,72.0
1753,2482700,57,0,50.0
1753,2486127,52,0,67.0
1753,2498700,54,0,76.0
1753,2516503,54,0,75.0
1753,2518069,52,0,75.0
1753,2521459,62,0,50.0
1753,2523736,63,0,64.0
1753,2529279,49,0,80.0
1753,2532302,47,0,72.0
1753,2536991,54,0,72.0
1753,2550279,54,0,59.0
1753,2551220,62,0,54.0
1753,2552472,75,0,45.0
1753,2555340,52,0,75.0
1753,2557283,53,0,72.0
1753,2559575,53,0,64.0
1753,2562034,62,0,62.0
1753,2566163,53,0,55.0
1753,2566592,54,0,57.0
1753,2574528,54,0,72.0
1753,2574583,57,0,71.0
1753,2578995,54,0,84.0
1753,2586560,53,0,65.0
1753,2594139,64,0,73.0
1753,2598871,52,0,66.0
1753,2599352,54,0,75.0
1753,2600688,57,0,72.0
1753,2606098,53,0,70.0
1753,2613116,52,0,70.0
1753,2617002,60,0,53.0
1753,2639449,55,0,68.0
1753,2639540,54,0,78.0
1753,2639641,54,0,59.0
1753,2641155,53,0,81.0
1753,2643002,60,0,64.0
1753,2645733,54,0,81.0
1753,2649826,48,0,82.0
1753,2650282,55,0,84.0
1753,2664024,61,0,58.0
1753,2666246,53,0,76.0
1753,2669816,53,0,68.0
1753,2671132,54,0,69.0
1753,2676809,95,0,36.0
1753,2678643,55,0,80.0
1753,2685865,54,0,77.0
1753,2688067,54,0,62.0
1753,2689958,54,0,78.0
1753,2691206,54,0,85.0
1753,2691244,61,0,57.0
1753,2694424,53,0,74.0
1753,2698257,54,0,64.0
1753,11391,53,0,85.0
1753,28400,52,0,68.0
1753,31604,51,0,71.0
1753,32885,75,0,30.0
1753,38053,64,0,69.0
1753,45462,54,0,65.0
1753,45642,57,0,72.0
1753,52130,54,0,68.0
1753,53025,52,0,80.0
1753,57506,53,0,76.0
1753,58873,54,0,74.0
1753,59185,53,0,71.0
1753,62155,50,0,85.0
1753,63400,54,0,42.0
1753,65002,51,0,68.0
1753,70464,52,0,60.0
1753,71361,53,0,86.0
1753,74372,54,0,18.0
1753,75091,52,0,66.0
1753,77367,54,0,76.0
1753,91265,64,0,74.0
1753,98094,49,0,59.0
1753,100893,50,0,68.0
1753,101781,52,0,64.0
1753,102806,54,0,86.0
1753,102952,52,0,70.0
1753,104476,62,0,78.0
1753,106247,64,0,66.0
1753,106577,54,0,51.0
1753,110175,55,0,61.0
1753,113295,61,0,77.0
1753,114017,53,0,76.0
1753,114999,52,0,79.0
1753,116541,75,0,66.0
1753,116692,47,0,77.0
1753,118983,54,0,63.0
1753,123044,54,0,72.0
1753,127582,61,0,66.0
1753,129955,54,0,82.0
1753,132976,53,0,65.0
1753,134143,53,0,83.0
1753,135400,49,0,51.0
1753,137873,54,0,81.0
1753,141355,54,0,74.0
1753,142326,65,0,76.0
1753,144801,56,0,64.0
1753,145130,54,0,37.0
1753,146188,61,0,53.0
1753,147756,53,0,72.0
1753,148993,63,0,70.0
1753,151358,52,0,48.0
1753,155550,54,0,66.0
1753,155854,53,0,79.0
1753,155984,90,0,75.0
1753,157568,66,0,81.0
1753,159954,61,0,68.0
1753,164259,53,0,58.0
1753,167906,54,0,58.0
1753,168936,54,0,79.0
1753,172112,68,0,67.0
1753,172797,53,0,54.0
1753,174782,52,0,79.0
1753,175392,53,0,74.0
1753,175932,57,0,73.0
1753,175991,116,0,28.0
1753,180753,53,0,59.0
1753,183096,57,0,53.0
1753,183947,54,0,33.0
1753,184271,53,0,62.0
1753,186149,68,0,81.0
1753,187100,52,0,90.0
1753,189879,60,0,85.0
1753,192183,58,0,66.0
1753,200860,53,0,58.0
1753,202635,63,0,70.0
1753,205350,54,0,59.0
1753,205719,58,0,63.0
1753,227499,53,0,83.0
1753,227517,54,0,67.0
1753,228082,54,0,68.0
1753,228222,61,0,45.0
1753,229179,54,0,68.0
1753,229361,53,0,76.0
1753,231554,54,0,62.0
1753,236284,54,0,84.0
1753,238007,54,0,73.0
1753,240712,54,0,81.0
1753,240884,53,0,54.0
1753,241649,42,0,66.0
1753,241729,64,0,55.0
1753,242793,53,0,75.0
1753,246834,54,0,56.0
1753,248270,61,0,79.0
1753,255548,61,0,75.0
1753,256815,54,0,75.0
1753,258392,60,0,57.0
1753,258894,67,0,65.0
1753,260355,59,0,60.0
1753,262011,54,0,79.0
1753,262934,53,0,80.0
1753,268073,50,0,78.0
1753,271251,54,0,62.0
1753,277880,72,0,65.0
1753,279572,54,0,82.0
1753,281022,58,0,72.0
1753,281250,52,0,57.0
1753,282821,63,0,53.0
1753,286488,54,0,73.0
1753,287548,53,0,70.0
1753,290201,61,0,69.0
1753,290757,53,0,74.0
1753,291334,60,0,84.0
1753,293699,54,0,55.0
1753,294570,50,0,82.0
1753,294594,53,0,53.0
1753,295741,53,0,52.0
1753,296332,52,0,95.0
1753,298696,68,0,70.0
1753,300398,48,0,80.0
1753,302302,59,0,59.0
1753,305386,54,0,76.0
1753,306107,54,0,46.0
1753,306466,53,0,78.0
1753,306897,50,0,73.0
1753,307061,54,0,76.0
1753,307866,54,0,52.0
1753,311917,51,0,46.0
1753,312537,54,0,90.0
1753,312782,53,0,54.0
1753,318933,53,0,63.0
1753,319047,54,0,75.0
1753,321942,53,0,80.0
1753,324002,53,0,69.0
1753,324084,59,0,35.0
1753,324282,53,0,58.0
1753,332789,54,0,77.0
1753,333059,54,0,70.0
1753,333323,54,0,78.0
1753,335764,59,0,87.0
1753,336207,51,0,67.0
1753,339972,52,0,44.0
1753,341872,92,0,64.0
1753,342514,51,0,74.0
1753,342972,58,0,57.0
1753,343446,59,0,77.0
1753,344282,53,0,53.0
1753,345068,61,0,75.0
1753,345357,53,0,70.0
1753,346025,52,0,75.0
1753,350188,54,0,75.0
1753,357668,54,0,63.0
1753,364177,53,0,65.0
1753,365244,54,0,53.0
1753,365642,53,0,63.0
1753,366483,52,0,70.0
1753,368194,69,0,49.0
1753,368824,53,0,68.0
1753,368963,53,0,59.0
1753,376439,54,0,77.0
1753,376581,61,0,60.0
1753,380953,53,0,58.0
1753,383254,51,0,69.0
1753,386924,53,0,65.0
1753,386952,57,0,63.0
1753,388722,53,0,54.0
1753,388885,54,0,75.0
1753,390890,57,0,80.0
1753,392756,54,0,25.0
1753,392931,54,0,63.0
1753,393207,53,0,74.0
1753,396872,54,0,62.0
1753,398552,54,0,49.0
1753,401869,54,0,62.0
1753,402470,53,0,74.0
1753,404804,50,0,45.0
1753,405088,54,0,72.0
1753,414117,54,0,72.0
1753,415969,60,0,52.0
1753,420087,55,0,76.0
1753,429958,54,0,56.0
1753,441018,53,0,60.0
1753,441888,53,0,64.0
1753,442442,54,0,42.0
1753,444677,54,0,89.0
1753,489455,51,0,68.0
1753,495284,53,0,59.0
1753,498857,54,0,68.0
1753,508818,54,0,78.0
1753,512460,51,0,78.0
1753,544103,53,0,80.0
1753,550383,54,0,41.0
1753,564450,53,0,53.0
1753,568601,60,0,78.0
1753,572652,54,0,73.0
1753,580389,54,0,75.0
1753,581129,54,0,15.0
1753,588775,52,0,81.0
1753,591774,54,0,75.0
1753,603861,59,0,56.0
1753,606143,54,0,54.0
1754,564450,114,0,64.0
1754,572652,146,0,78.0
1754,580389,117,0,72.0
1754,581129,117,0,65.0
1754,588775,116,0,81.0
1754,591774,117,0,80.0
1754,603861,117,0,58.0
1754,704156,117,0,69.0
1754,705379,115,0,82.0
1754,749412,112,0,73.0
1754,760729,115,0,81.0
1754,905042,116,0,85.0
1754,949618,116,0,63.0
1754,958987,116,0,75.0
1754,968578,120,0,73.0
1754,969076,117,0,59.0
1754,971027,116,0,73.0
1754,978739,117,0,50.0
1754,1035023,116,0,72.0
1754,1105478,120,0,80.0
1754,1402638,120,0,76.0
1754,1465690,116,0,85.0
1754,1472925,124,0,64.0
1754,1488959,117,0,63.0
1754,1518989,117,0,70.0
1754,1618738,115,0,81.0
1754,1620151,121,0,70.0
1754,1626710,115,0,86.0
1754,1640609,116,0,85.0
1754,1729319,117,0,78.0
1754,1746134,106,0,81.0
1754,1765788,117,0,67.0
1754,1801229,117,0,73.0
1754,1801641,116,0,80.0
1754,1847830,116,0,75.0
1754,1860318,117,0,62.0
1754,1889511,124,0,77.0
1754,1889577,117,0,84.0
1754,1894188,111,0,70.0
1754,1938355,110,0,85.0
1754,1942396,117,0,40.0
1754,1970390,122,0,90.0
1754,1976139,116,0,78.0
1754,2011876,117,0,78.0
1754,2012966,116,0,78.0
1754,2051699,117,0,64.0
1754,2062879,116,0,65.0
1754,2065691,85,0,37.0
1754,2073016,139,0,68.0
1754,2080474,116,0,72.0
1754,2083877,123,0,68.0
1754,2084066,130,0,62.0
1754,2104505,117,0,49.0
1754,2122180,117,0,82.0
1754,2139353,121,0,71.0
1754,2143752,116,0,52.0
1754,2146792,117,0,78.0
1754,2153153,116,0,71.0
1754,2155014,114,0,73.0
1754,2171627,113,0,72.0
1754,2182846,114,0,64.0
1754,2194100,116,0,66.0
1754,2197016,114,0,76.0
1754,2208424,116,0,81.0
1754,2229865,116,0,75.0
1754,2268379,117,0,83.0
1754,2278464,116,0,58.0
1754,2293923,123,0,52.0
1754,2312620,120,0,34.0
1754,2329342,124,0,60.0
1754,2339528,117,0,84.0
1754,2342426,117,0,71.0
1754,2344901,130,0,35.0
1754,2358056,117,0,79.0
1754,2364471,118,0,85.0
1754,2367155,117,0,80.0
1754,2369266,116,0,40.0
1754,2376496,116,0,70.0
1754,2391984,118,0,75.0
1754,2411661,122,0,40.0
1754,2412002,135,0,81.0
1754,2412967,117,0,80.0
1754,2437837,116,0,69.0
1754,2449878,122,0,57.0
1754,2456480,123,0,0.0
1754,2457256,118,0,85.0
1754,2458355,117,0,95.0
1754,2460080,117,0,77.0
1754,2469673,116,0,52.0
1754,2479954,117,0,82.0
1754,2481901,116,0,83.0
1754,2482700,117,0,52.0
1754,2486127,106,0,76.0
1754,2498700,117,0,77.0
1754,2516503,117,0,82.0
1754,2518069,118,0,80.0
1754,2521459,117,0,54.0
1754,2523736,127,0,62.0
1754,2529279,116,0,75.0
1754,2532302,78,0,64.0
1754,2536991,120,0,80.0
1754,2550279,124,0,62.0
1754,2551220,117,0,67.0
1754,2555340,116,0,70.0
1754,2557283,116,0,88.0
1754,2559575,115,0,85.0
1754,2562034,117,0,60.0
1754,2566163,117,0,65.0
1754,2566592,115,0,60.0
1754,2574528,112,0,78.0
1754,2574583,124,0,75.0
1754,2578995,117,0,81.0
1754,2586560,115,0,84.0
1754,2594139,134,0,79.0
1754,2598871,116,0,78.0
1754,2599352,121,0,77.0
1754,2600688,115,0,72.0
1754,2606098,121,0,71.0
1754,2613116,116,0,85.0
1754,2617002,117,0,67.0
1754,2639449,123,0,49.0
1754,2639540,117,0,80.0
1754,2639641,108,0,58.0
1754,2641155,116,0,79.0
1754,2643002,126,0,59.0
1754,2645733,115,0,83.0
1754,2649826,107,0,85.0
1754,2650282,117,0,85.0
1754,2664024,117,0,64.0
1754,2666246,116,0,74.0
1754,2669816,115,0,66.0
1754,2671132,116,0,78.0
1754,2676809,117,0,48.0
1754,2678643,118,0,66.0
1754,2685865,117,0,83.0
1754,2688067,117,0,63.0
1754,2689958,117,0,80.0
1754,2691206,117,0,78.0
1754,2691244,114,0,60.0
1754,2694424,116,0,80.0
1754,2698257,124,0,76.0
1754,11391,115,0,80.0
1754,28400,121,0,70.0
1754,31604,115,0,74.0
1754,32885,124,0,63.0
1754,38053,117,0,74.0
1754,45462,117,0,62.0
1754,45642,116,0,72.0
1754,52130,117,0,75.0
1754,53025,114,0,78.0
1754,57506,116,0,78.0
1754,58873,119,0,68.0
1754,59185,117,0,78.0
1754,62155,114,0,75.0
1754,63400,117,0,78.0
1754,70464,115,0,60.0
1754,71361,117,0,82.0
1754,74372,120,0,67.0
1754,75091,116,0,67.0
1754,77367,115,0,72.0
1754,91265,122,0,75.0
1754,98094,106,0,59.0
1754,100893,116,0,71.0
1754,101781,116,0,75.0
1754,102806,117,0,86.0
1754,102952,117,0,83.0
1754,104476,117,0,80.0
1754,106247,115,0,47.0
1754,106577,117,0,56.0
1754,110175,116,0,68.0
1754,111717,117,0,80.0
1754,113295,113,0,77.0
1754,114017,116,0,74.0
1754,114999,123,0,77.0
1754,116541,131,0,60.0
1754,116692,114,0,72.0
1754,118983,117,0,65.0
1754,123044,117,0,72.0
1754,127582,117,0,71.0
1754,129955,127,0,76.0
1754,132976,116,0,75.0
1754,134143,116,0,85.0
1754,137873,117,0,83.0
1754,141355,117,0,70.0
1754,142326,117,0,74.0
1754,144801,117,0,65.0
1754,145130,127,0,49.0
1754,146188,117,0,62.0
1754,147756,123,0,75.0
1754,148993,122,0,78.0
1754,151358,108,0,45.0
1754,155550,117,0,68.0
1754,155854,116,0,79.0
1754,157568,138,0,74.0
1754,164259,116,0,78.0
1754,167906,124,0,82.0
1754,168936,117,0,62.0
1754,172112,124,0,74.0
1754,172797,119,0,67.0
1754,174782,115,0,77.0
1754,175392,116,0,82.0
1754,175932,119,0,78.0
1754,175991,116,0,42.0
1754,180753,113,0,44.0
1754,183096,117,0,51.0
1754,183947,118,0,48.0
1754,184271,117,0,65.0
1754,186149,127,0,78.0
1754,187100,115,0,88.0
1754,189879,114,0,83.0
1754,192183,116,0,68.0
1754,195262,118,0,50.0
1754,200860,114,0,59.0
1754,202635,131,0,62.0
1754,205350,117,0,87.0
1754,205719,124,0,40.0
1754,227499,116,0,84.0
1754,227517,116,0,66.0
1754,228082,117,0,77.0
1754,228222,131,0,67.0
1754,229179,115,0,70.0
1754,229361,116,0,75.0
1754,231554,118,0,63.0
1754,236284,117,0,83.0
1754,238007,117,0,68.0
1754,240712,117,0,80.0
1754,240884,115,0,56.0
1754,241649,115,0,80.0
1754,241729,114,0,62.0
1754,242793,116,0,77.0
1754,246834,117,0,58.0
1754,248270,116,0,74.0
1754,255548,119,0,84.0
1754,256815,123,0,79.0
1754,258392,117,0,64.0
1754,258894,117,0,75.0
1754,262011,117,0,70.0
1754,262934,116,0,75.0
1754,268073,113,0,83.0
1754,268733,118,0,35.0
1754,271251,117,0,72.0
1754,277880,119,0,68.0
1754,279572,110,0,73.0
1754,281022,117,0,74.0
1754,281250,116,0,65.0
1754,282821,127,0,72.0
1754,286488,118,0,77.0
1754,287548,116,0,60.0
1754,290201,117,0,75.0
1754,290757,116,0,76.0
1754,291334,116,0,85.0
1754,293699,125,0,53.0
1754,294570,114,0,78.0
1754,294594,116,0,54.0
1754,295741,115,0,52.0
1754,296332,114,0,94.0
1754,298696,117,0,85.0
1754,300398,100,0,79.0
1754,302302,117,0,59.0
1754,305386,117,0,83.0
1754,306107,116,0,62.0
1754,306466,116,0,88.0
1754,306897,116,0,74.0
1754,307061,117,0,83.0
1754,307866,117,0,73.0
1754,311917,114,0,61.0
1754,312537,114,0,88.0
1754,312782,116,0,60.0
1754,318933,102,0,62.0
